% Ny a b nu datacount wallunits? ustar
% 97 -1 1 3.3333333333333335e-05 1 0 0.033516926749001662
% <uu> <uv> <uw> <vv> <vw> <ww> <utot> <utot-Ubase> Ubase
0.0045593774421868738 -0.00078942034747730289 0.0019758517635129333 0.00085945059782822702 3.12597263697192e-06 0.0013487699089769964 0.61872321731999735 0.21626837812683408 0.40245483919316327
0.004613771292191815 -0.00081796797102612969 0.0018570811221322128 0.00091115769027053691 -1.4024019788769004e-05 0.0013946281333887824 0.60534446384896534 0.23475398621493049 0.37059047763403491
0.0046531609528656648 -0.00081646688067162955 0.0014309331048480071 0.00098226152793206645 -1.3099166236072765e-05 0.0013606447378225314 0.59307982183575159 0.25379955431769224 0.33928026751805929
0.0047616579635399447 -0.00086656373736577412 0.0016542907558454356 0.0010194047881530431 -1.6224576986560648e-05 0.0014080514730916616 0.58055900782902725 0.2719007238572429 0.3086582839717843
0.0048342989767827804 -0.00092296309586544715 0.0016429609295463556 0.0010662134735754036 -2.4080020752164073e-05 0.0015316565156409294 0.56785458622406004 0.28899893119413272 0.27885565502992726
0.004765498230071441 -0.00097117244493931691 0.0016047288419160203 0.0011314042517415364 -2.8634211109733357e-05 0.0016137868712465476 0.55550603631092832 0.30550603618592825 0.25000000012500012
0.0045672572739291484 -0.00094246037846851564 0.0012005544376643832 0.0011753877924620276 -4.4584403436249223e-05 0.0016572325013433709 0.54299603913130778 0.32078115553000142 0.22221488360130637
0.0047245155609874079 -0.000940748936274971 0.00092041640659038177 0.0012004235768580214 -1.99945339118977e-05 0.0017082512538096142 0.53122330306595122 0.3356040174725019 0.19561928559344927
0.0047004061362541094 -0.00092940132356242626 0.00060505216724093867 0.0012023059899222476 -1.908148965333907e-05 0.0018171303708816209 0.5176901071560881 0.34736301462095892 0.17032709253512918
0.0050338883841064552 -0.00097314213274405964 0.00089800932940549026 0.0012025422306838728 -6.163608503425594e-06 0.0019391299273921277 0.50430104798715591 0.3578544385072065 0.14644660947994942
0.0051824611359836958 -0.00097953793144762427 0.0014605480167846493 0.0011939991156222798 -1.8733660685629112e-05 0.0021506432209160474 0.49177248951914165 0.36769239319659036 0.12408009632255129
0.0056377133106673694 -0.00099833162885710407 0.0011557634977309584 0.0011537921342758286 -1.291728679099068e-05 0.002259037935838315 0.47824295153148427 0.37491962162544012 0.10332332990604415
0.0060621647183150829 -0.00098929027535999857 0.00043727437755692808 0.0010744588590168541 -2.7921120208353128e-05 0.0024124640463099312 0.46369035453036123 0.37942516063950127 0.084265193890859957
0.0068043424562841959 -0.0009828010934207162 0.00037121707599097243 0.00095401892638918113 -2.7457520138754443e-05 0.0025981613881936221 0.44581139825463878 0.37882410011336448 0.066987298141274298
0.0082875323987678662 -0.00097477482176023308 0.00020285491413044759 0.00072441049361920387 -2.4260195636136483e-05 0.0027519151861292628 0.4216730887525556 0.37010945949311785 0.051563629259437749
0.010247918979273435 -0.00092641622595472661 3.4041216954863834e-06 0.00043990105048393336 -1.5767593484460303e-05 0.0028686863749672192 0.38931208656764893 0.35125185280426219 0.038060233763386742
0.011956233849577905 -0.00073908492636051606 8.5110970187998532e-05 0.00019902625817379692 -1.0468703872022232e-05 0.002705962405406472 0.33866158044720646 0.31212664518149191 0.026534935265714543
0.010465558653653478 -0.00039604742618714369 3.4089668662910074e-05 5.8387451202384478e-05 -3.3967391428121249e-06 0.0019941377816615393 0.25881388181320597 0.24177679494922158 0.017037086863984363
0.0048854614680834164 -0.00010111342972610334 -1.5770880099537139e-05 9.3451737644160533e-06 -3.8114112416226598e-07 0.0010327238757239336 0.15889996092831613 0.14929260112512768 0.0096073598031884422
0.0010444540968545029 -9.1159021823379559e-06 -9.3954750861191256e-06 5.2474209187992158e-07 -8.0869927375979107e-09 0.00029929647012719748 0.072148260246776924 0.067870690931543326 0.0042775693152335981
6.580698659257436e-05 -1.3226264988839645e-07 -7.6823585404770897e-07 2.5950286484292194e-09 2.6961925612534371e-11 2.3726823590262357e-05 0.018088077872996572 0.017017539491763017 0.0010705383812335545
7.0395300793923121e-31 2.2132687477749455e-32 -1.7419119849393878e-32 8.457745881300307e-32 -4.5853204657366142e-33 9.949610089774925e-32 3.1051550219984847e-16 1.9949319973733282e-16 1.1102230246251565e-16
